principle,measure,sensor,probe,width_px,density_px_per_mm2,mae_mm
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cyl4,854,2370.678612480577,3.630814586452871
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cyl4,1280,5325.702217815292,3.519639481382245
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cyl4,1920,11982.829990084409,3.5748390325503445
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cube4,8,0.1832714063117097,1.268083586848821
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cube4,16,0.7330856252468388,-0.2249281501217765
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cube4,32,2.9323425009873554,-0.4954516405083016
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cube4,48,6.597770627221551,-0.2869050776150592
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cube4,80,18.327140631170973,-0.3231010277736028
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cube4,160,73.3085625246839,-0.1997066924329962
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cube4,320,293.2342500987356,-0.1709417462825442
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cube4,426,519.6775270597474,-0.1644422917002721
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cube4,640,1172.9370003949423,-0.0781847737984819
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cube4,854,2088.480765087983,-0.0846767146765912
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cube4,1280,4691.748001579769,-0.1638580925406607
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cube4,1920,10556.43300355448,-0.1185861984469207
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,16,0.7330856252468388,-0.7891660188261072
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,32,2.9323425009873554,-0.6951290372270011
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,48,6.597770627221551,-0.781245158048478
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,80,18.327140631170973,-0.6994121331236927
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,160,73.3085625246839,-0.6815702485553321
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,320,293.2342500987356,-0.7100609024291145
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,426,519.6775270597474,-0.7024601465910063
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,640,1172.9370003949423,-0.6936574850659127
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,854,2088.480765087983,-0.7014356362347187
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,1280,4691.748001579769,-0.6941663540186478
DIGIT,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,1920,10556.43300355448,-0.7737900724797782
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cube4,8,0.1489288408012087,1.0468386676664403
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cube4,16,0.5957153632048351,-0.000299552729071
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cube4,32,2.3828614528193404,0.3365850858524268
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cube4,48,5.361438268843514,0.4542287428313143
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cube4,80,14.892884080120874,0.4258516009512734
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cube4,160,59.571536320483496,0.4586220892646091
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cube4,320,238.286145281934,0.4760831204631008
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cube4,426,422.2970361443775,0.4780381875222437
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cube4,640,953.144581127736,0.5151546059058107
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cube4,854,1697.1279134027243,0.5075775430645795
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cube4,1280,3812.578324510944,0.476080716455411
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cube4,1920,8578.301230149624,0.3802757972309472
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,8,0.1489288408012087,1.0468386676664403
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,16,0.5957153632048351,-0.8563698279775265
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,32,2.3828614528193404,-0.9376866775166368
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,48,5.361438268843514,-0.7720603872656411
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,80,14.892884080120874,-0.7636931032602625
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,160,59.571536320483496,-0.7056153187299765
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,320,238.286145281934,-0.7205338108734622
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,426,422.2970361443775,-0.7145365526033869
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,640,953.144581127736,-0.7076912782409943
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,854,1697.1279134027243,-0.719354399992981
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,1280,3812.578324510944,-0.7282816004923331
DIGIT,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,1920,8578.301230149624,-0.7747387796927425
