probe,repeat,target,true,recon,flat,width_x,width_y,angle_deg,lut,sensor
cyl4,1,0.6,0.57684883741139,0.5922703146934509,0.00887822825461626,4.558718025487038,4.558718025487038,19.707979202270508,corrected,hard_2mm_r2
cyl4,2,0.1,0.0700203179630349,0.02390654943883419,0.016815396025776863,2.7744913636657587,2.7744913636657587,89.20427703857422,corrected,hard_2mm_r2
cyl4,2,0.2,0.1715983093807942,0.11199769377708435,0.04705338180065155,2.990800800618781,2.990800800618781,28.029682159423828,corrected,hard_2mm_r2
cyl4,2,0.3,0.2740305917417593,0.3208387494087219,0.049009405076503754,3.4857252033018638,3.4857252033018638,2.4628169536590576,corrected,hard_2mm_r2
cyl4,2,0.4,0.3746550230590024,0.45120206475257874,0.02952137030661106,3.96510535455084,3.96510535455084,25.750473022460938,corrected,hard_2mm_r2
cyl4,2,0.5,0.4745345245087051,0.5391070246696472,0.02460772916674614,4.258337091631326,4.258337091631326,25.70995330810547,corrected,hard_2mm_r2
cyl4,2,0.6,0.5746746543566381,0.5907847285270691,0.010349580086767673,4.54905871056449,4.54905871056449,22.2490234375,corrected,hard_2mm_r2
cyl4,3,0.1,0.068513477261721,0.021841786801815033,0.01716092973947525,2.668044572842962,2.668044572842962,79.80850219726562,corrected,hard_2mm_r2
cyl4,3,0.2,0.1716404076661746,0.10143885761499405,0.04644623026251793,2.97679580915975,2.97679580915975,16.164499282836914,corrected,hard_2mm_r2
cyl4,3,0.3,0.2739806053261588,0.3184422552585602,0.04776312783360481,3.481838268605298,3.481838268605298,24.04422378540039,corrected,hard_2mm_r2
cyl4,3,0.4,0.3680770599898189,0.45032134652137756,0.029002031311392784,3.981353608015224,3.981353608015224,22.380136489868164,corrected,hard_2mm_r2
cyl4,3,0.5,0.476263779612367,0.5312398672103882,0.026971332728862762,4.21144322778461,4.21144322778461,22.067899703979492,corrected,hard_2mm_r2
cyl4,3,0.6,0.5725149731597021,0.5900464653968811,0.010333685204386711,4.509449592392639,4.509449592392639,13.495734214782715,corrected,hard_2mm_r2
cube4,1,0.1,0.0774995962873319,-0.010721518658101559,0.014041008427739143,4.607022190173585,3.2406677884179924,81.25383758544922,raw,hard_2mm_r2
